,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
1,,D20,201800,20180,0.1,00:18.2,172200,17220,0.1,11:43.3,153160,15316,0.1,23:07.9,201800,0,0,0,172200,0,0,0,153160,0,0,0
1,,D21,201160,20116,0.1,00:18.4,172400,17240,0.1,11:43.5,156920,15692,0.1,23:08.1,201160,0,0,0,172400,0,0,0,156920,0,0,0
1,,D22,201120,20112,0.1,00:18.6,166200,16620,0.1,11:43.7,153760,15376,0.1,23:08.3,201120,0,0,0,166200,0,0,0,153760,0,0,0
1,,D23,360,36,0.1,00:18.8,360,36,0.1,11:43.9,360,36,0.1,23:08.5,360,0,0,0,360,0,0,0,360,0,0,0
1,,D24,196880,19688,0.1,00:19.0,166120,16612,0.1,11:44.0,153600,15360,0.1,23:08.7,196880,0,0,0,166120,0,0,0,153600,0,0,0
1,,E01,213200,21320,0.1,00:19.5,175000,17500,0.1,11:44.5,157640,15764,0.1,23:09.1,213200,0,0,0,175000,0,0,0,157640,0,0,0
1,,E02,440,44,0.1,00:19.6,400,40,0.1,11:44.7,320,32,0.1,23:09.3,440,0,0,0,400,0,0,0,320,0,0,0
1,,E03,213200,21320,0.1,00:19.8,175440,17544,0.1,11:44.9,155520,15552,0.1,23:09.5,213200,0,0,0,175440,0,0,0,155520,0,0,0
1,,E04,216080,21608,0.1,00:20.0,172200,17220,0.1,11:45.1,154120,15412,0.1,23:09.7,216080,0,0,0,172200,0,0,0,154120,0,0,0
1,,E05,220480,22048,0.1,00:20.2,174160,17416,0.1,11:45.3,154920,15492,0.1,23:09.9,220480,0,0,0,174160,0,0,0,154920,0,0,0
1,,E06,219360,21936,0.1,00:20.4,174680,17468,0.1,11:45.5,155760,15576,0.1,23:10.1,219360,0,0,0,174680,0,0,0,155760,0,0,0
1,,E07,216320,21632,0.1,00:20.6,175880,17588,0.1,11:45.6,156280,15628,0.1,23:10.3,216320,0,0,0,175880,0,0,0,156280,0,0,0
1,,E08,206880,20688,0.1,00:20.8,165840,16584,0.1,11:45.8,148040,14804,0.1,23:10.5,206880,0,0,0,165840,0,0,0,148040,0,0,0
